agency_code,collection_id,code,site_name,longitude,latitude,trap_type,collection_date,trap_problem,aedes_dorsalis_males,aedes_dorsalis_females-mixed,aedes_dorsalis_,aedes_melanimon_males,aedes_melanimon_females-mixed,aedes_nigromaculis_males,aedes_nigromaculis_females-mixed,aedes_sierrensis_males,aedes_sierrensis_females-mixed,aedes_squamiger_males,aedes_squamiger_females-mixed,aedes_vexans_males,aedes_vexans_females-mixed,aedes_washinoi_males,aedes_washinoi_females-mixed,anopheles_franciscanus_males,anopheles_franciscanus_females-mixed,anopheles_freeborni_males,anopheles_freeborni_females-mixed,anopheles_occidentalis_males,anopheles_occidentalis_females-mixed,anopheles_punctipennis_males,anopheles_punctipennis_females-mixed,culex_apicalis_males,culex_apicalis_females-mixed,culex_erythrothorax_males,culex_erythrothorax_females-mixed,culex_pipiens_males,culex_pipiens_females-mixed,culex_restuans_males,culex_restuans_females-mixed,culex_stigmatosoma_males,culex_stigmatosoma_females-mixed,culex_tarsalis_males,culex_tarsalis_females-mixed,culiseta_incidens_males,culiseta_incidens_females-mixed,culiseta_inornata_males,culiseta_inornata_females-mixed,culiseta_particeps_males,culiseta_particeps_females-mixed,total
ALCO,2121237,789651,Union City Sanitary North Marsh,-122.08742,37.59235,CO2,1/13/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ALCO,2123231,112,Dutra Duck Ponds North West,-122.14267,37.63083,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123232,689994,Hayward Sewer Outfall,-122.14065,37.64274,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123233,3027,Tank Farm - East,-122.19984,37.71476,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123234,3024,Godfrey Park,-122.23162,37.73483,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123235,3063,San Leandro Sewer,-122.19431,37.7152,CO2,1/6/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALCO,2123236,585369,West Winton End,-122.14614,37.64674,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123237,185868,Oro Loma Whale Wall,-122.1611,37.66761,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123238,2155,EBMUD Sewer Plant Trap,-122.292327,37.826976,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123239,592945,Oro Loma Horizontal - Willows,-122.1569,37.66625,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123240,893411,Nobel Drive Marsh East,-121.980215,37.495514,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123241,282951,Ohlone,-122.00479,37.51595,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCO,2123242,965848,Willows Trail Central 1,-122.07703,37.55775,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123243,43,Dixon Ditch - new,-121.92132,37.45703,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123248,829887,near Tuibun Canal Coyote Hills,-122.07923,37.55243,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
ALCO,2123252,443524,Heath Marsh,-122.01429,37.5025,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
ALCO,2123253,7052,Warm Springs South East,-121.92804,37.46231,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123254,386432,Coyote Hills RV Park,-122.072981,37.537216,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
ALCO,2123255,6069,Dust Trail - Coyote Hills,-122.08791,37.55697,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
ALCO,2123256,8122,Stevenson Pond,-121.99857,37.50608,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123257,263881,South Marsh Pond (SMP) - North,-122.08921,37.58343,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ALCO,2123258,789651,Union City Sanitary North Marsh,-122.08742,37.59235,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123259,884995,Gateway Marsh,-122.06496,37.53628,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2123260,6001,Coyote Hills: Old Quarry,-122.08615,37.54965,CO2,1/26/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2124934,6069,Dust Trail - Coyote Hills,-122.08791,37.55697,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,15
ALCO,2124935,6001,Coyote Hills: Old Quarry,-122.08615,37.54965,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,23,0,0,50
ALCO,2124974,33,Coyote Hills Front Marsh,-122.07814,37.55528,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,60,0,28,141
ALCO,2125076,282951,Ohlone,-122.00479,37.51595,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,2,0,0,11
ALCO,2125077,43,Dixon Ditch - new,-121.92132,37.45703,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,6
ALCO,2125078,893411,Nobel Drive Marsh East,-121.980215,37.495514,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
ALCO,2125080,6069,Dust Trail - Coyote Hills,-122.08791,37.55697,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,27
ALCO,2125081,7052,Warm Springs South East,-121.92804,37.46231,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
ALCO,2125082,884995,Gateway Marsh,-122.06496,37.53628,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
ALCO,2125087,386432,Coyote Hills RV Park,-122.072981,37.537216,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,5
ALCO,2125089,30,Union City & Ecology Marsh,-122.10742,37.56926,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125091,789651,Union City Sanitary North Marsh,-122.08742,37.59235,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ALCO,2125092,263881,South Marsh Pond (SMP) - North,-122.08921,37.58343,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
ALCO,2125093,443524,Heath Marsh,-122.01429,37.5025,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,14
ALCO,2125095,8122,Stevenson Pond,-121.99857,37.50608,CO2,2/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,7
ALCO,2125860,249577,Marlin Park,-121.74647,37.71809,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125861,100073,Pisces Ave.,-121.73535,37.71781,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCO,2125862,891892,Las Positas College (other side by building 4000),-121.80369,37.710783,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125863,100053,Wattenburger Park,-121.745169,37.708606,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125864,28,Livermore Sewer,-121.80801,37.68985,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125865,255853,Vineyard Ave,-121.81715,37.65554,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCO,2125866,100087,Summertree Ct,-121.80322,37.67885,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125867,100083,Max Baer Park,-121.79708,37.66235,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ALCO,2125868,43,Dixon Ditch - new,-121.92132,37.45703,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125869,8122,Stevenson Pond,-121.99857,37.50608,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125882,7052,Warm Springs South East,-121.92804,37.46231,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125886,343386,Coyote Lagoon at Don Edwards,-121.948499,37.480061,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125893,38,Mouse Pasture,-121.93436,37.46466,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125896,643352,Cerrito Creek Path West,-122.308474,37.897747,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125902,724797,Albany Target,-122.30652,37.88398,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125908,418927,Terrace Path,-122.28671,37.88531,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125910,563923,Albany Mudflats Park,-122.31215,37.88974,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125962,729852,Saint Mary''s College Albany,-122.28373,37.88245,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2125971,843481,Memorial Park Albany,-122.29105,37.89578,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ALCO,2125973,542753,Lower Codornices Path,-122.30104,37.88263,CO2,2/17/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCO,2125974,965848,Willows Trail Central 1,-122.07703,37.55775,CO2,2/18/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,6
ALCO,2125975,829887,near Tuibun Canal Coyote Hills,-122.07923,37.55243,CO2,2/18/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,6
ALCO,2125976,6069,Dust Trail - Coyote Hills,-122.08791,37.55697,CO2,2/18/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11
ALCO,2125977,6001,Coyote Hills: Old Quarry,-122.08615,37.54965,CO2,2/18/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,5,0,0,21
ALCO,2125978,331481,Patterson House CHRP,-122.06933,37.55659,CO2,2/18/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,20
ALCO,2125979,997854,Willows Trail Central,-122.07641,37.55783,CO2,2/18/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2126074,6071,Entry Triangle #1,-122.06942,37.53046,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,6
ALCO,2126087,386432,Coyote Hills RV Park,-122.072981,37.537216,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,2,0,0,16
ALCO,2126088,7052,Warm Springs South East,-121.92804,37.46231,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ALCO,2126089,8122,Stevenson Pond,-121.99857,37.50608,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,7,0,0,25
ALCO,2126090,282951,Ohlone,-122.00479,37.51595,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,5,0,0,23
ALCO,2126091,331481,Patterson House CHRP,-122.06933,37.55659,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33
ALCO,2126093,9914,Arroyo Del Val at St Johns Ct,-121.87822,37.66592,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ALCO,2126094,986824,Shadow Cliffs,-121.84377,37.66932,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16
ALCO,2126095,661477,Croak Road Dublin Wet-land,-121.85039,37.70407,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2126096,114722,Sea Breeze Ponds,-122.084757,37.579312,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,4,0,0,12
ALCO,2126097,263881,South Marsh Pond (SMP) - North,-122.08921,37.58343,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,4,0,0,11
ALCO,2126098,968884,S. USD @ the canal,-122.08573,37.58932,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ALCO,2126099,399864,Casa Verde Pits,-122.06076,37.59666,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5
ALCO,2126100,789651,Union City Sanitary North Marsh,-122.08742,37.59235,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,8
ALCO,2126101,31,Alameda Creek Horse Stable,-122.07711,37.56548,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
ALCO,2126102,261624,El Charo BMP,-121.84892,37.69377,CO2,2/23/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2126175,152484,Temescal Creek Park on 53rd St Emeryville,-122.278024,37.837053,CO2,2/25/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,4
ALCO,2126176,2155,EBMUD Sewer Plant Trap,-122.292327,37.826976,CO2,2/25/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,8,0,0,0,2,0,0,13
ALCO,2126180,689994,Hayward Sewer Outfall,-122.14065,37.64274,CO2,2/25/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
ALCO,2126183,585369,West Winton End,-122.14614,37.64674,CO2,2/25/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,1,0,0,23
ALCO,2126223,3024,Godfrey Park,-122.23162,37.73483,CO2,2/25/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,28
ALCO,2126224,3027,Tank Farm - East,-122.19984,37.71476,CO2,2/25/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,85
ALCO,2126225,185868,Oro Loma Whale Wall,-122.1611,37.66761,CO2,2/25/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4
ALCO,2126275,3063,San Leandro Sewer,-122.19431,37.7152,CO2,2/25/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,10
ALCO,2126276,5014,Metropolitan Golf Course,-122.19558,37.722086,CO2,2/25/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,5,0,0,42
ALCO,2126277,592945,Oro Loma Horizontal - Willows,-122.1569,37.66625,CO2,2/24/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4
ALCO,2131476,965848,Willows Trail Central 1,-122.07703,37.55775,CO2,3/10/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,10
ALCO,2131484,968884,S. USD @ the canal,-122.08573,37.58932,CO2,3/10/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,8
ALCO,2131485,997854,Willows Trail Central,-122.07641,37.55783,CO2,3/10/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3
ALCO,2131492,263881,South Marsh Pond (SMP) - North,-122.08921,37.58343,CO2,3/10/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
ALCO,2131502,6001,Coyote Hills: Old Quarry,-122.08615,37.54965,CO2,3/10/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20
ALCO,2131505,6071,Entry Triangle #1,-122.06942,37.53046,CO2,3/10/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2131506,386432,Coyote Hills RV Park,-122.072981,37.537216,CO2,3/10/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCO,2131507,789651,Union City Sanitary North Marsh,-122.08742,37.59235,CO2,3/10/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2131508,28,Livermore Sewer,-121.80801,37.68985,CO2,3/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,5
ALCO,2131509,829887,near Tuibun Canal Coyote Hills,-122.07923,37.55243,CO2,3/10/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
